Order ID,Order Date,Ship Mode,Segment,Customer Name,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1389,2025-04-01,Second Class,Consumer,Mr. Melvin Scott,South,Georgia,Cynthiatown,Technology,Phone,4247.51,10,0.5,-691.41
ORD-1390,2024-09-27,First Class,Consumer,Michele Torres,East,Pennsylvania,Port Vanessa,Office Supplies,Stapler,4698.92,1,0.1,970.15
ORD-1391,2024-02-17,Standard Class,Home Office,Louis Rhodes DDS,West,Oregon,Port Kathleenfort,Technology,Tablet,4543.24,6,0.3,116.23
ORD-1392,2024-06-27,Same Day,Home Office,Troy Martin,South,Texas,New Amber,Office Supplies,Notebook,3186.16,5,0.5,-469.88
ORD-1393,2024-12-19,Same Day,Corporate,Christine Williams,Central,Ohio,South Davidstad,Office Supplies,Paper,2607.48,7,0.1,359.62
ORD-1394,2024-07-10,Second Class,Corporate,Brenda Acosta,West,Oregon,Marshallfort,Technology,Keyboard,869.75,2,0.4,69.67
ORD-1395,2025-08-27,Second Class,Home Office,Jonathan Wilson,West,Oregon,Jameston,Technology,Keyboard,4065.3,2,0.3,295.07
ORD-1396,2025-08-09,Second Class,Consumer,Gary Mitchell,Central,Illinois,Barajaschester,Technology,Laptop,683.03,10,0.1,22.49
ORD-1397,2025-11-08,First Class,Consumer,Philip Martinez,East,Massachusetts,Markland,Technology,Tablet,4793.28,10,0.4,-390.35
ORD-1398,2025-08-19,Second Class,Home Office,Lauren Bailey,East,Massachusetts,Michaelport,Office Supplies,Stapler,4343.15,3,0.1,875.32
ORD-1399,2024-05-15,Standard Class,Consumer,Shawna Hawkins,South,Texas,Beckchester,Office Supplies,Printer Ink,4615.64,10,0.4,-478.0
ORD-1400,2025-09-06,Standard Class,Home Office,Rebecca Wilson,East,Pennsylvania,Margaretshire,Office Supplies,Stapler,4141.25,10,0.0,390.75
ORD-1401,2025-10-26,Same Day,Home Office,Christopher Collier,West,California,South Franktown,Furniture,Desk,4514.82,9,0.0,1238.15
ORD-1402,2025-12-14,Standard Class,Corporate,Brenda Garrison,Central,Ohio,Johnsonview,Technology,Tablet,2173.33,8,0.3,-146.05
ORD-1403,2024-09-20,Second Class,Consumer,Lisa Floyd,East,Massachusetts,East Karenburgh,Furniture,Desk,4554.92,2,0.2,429.64
ORD-1404,2025-02-22,First Class,Consumer,Samuel Tran,West,Oregon,North Suzanneberg,Office Supplies,Paper,2622.82,7,0.5,-629.3
ORD-1405,2025-11-27,Same Day,Consumer,Steven Martin,East,Massachusetts,Kristinberg,Office Supplies,Notebook,1305.48,9,0.3,27.45
ORD-1406,2025-08-14,First Class,Home Office,Kathryn Gonzales,Central,Michigan,Port Craigborough,Office Supplies,Stapler,934.66,9,0.4,-136.74
ORD-1407,2025-06-04,Same Day,Corporate,Krista Craig,Central,Michigan,Smithton,Technology,Laptop,3751.68,8,0.5,589.87
ORD-1408,2024-03-06,First Class,Consumer,Daniel Johnson,West,California,New Anita,Furniture,Chair,4031.63,3,0.3,576.92
ORD-1409,2025-09-03,Standard Class,Consumer,Ryan Solis,South,Texas,Staciebury,Office Supplies,Paper,3636.25,7,0.4,237.42
ORD-1410,2025-06-06,Second Class,Home Office,Kathryn Poole,Central,Ohio,Sabrinabury,Technology,Phone,4260.31,9,0.2,-150.77
ORD-1411,2025-02-13,First Class,Home Office,Ernest Ryan,East,Pennsylvania,Deanmouth,Technology,Monitor,1234.32,1,0.1,43.39
ORD-1412,2025-07-26,First Class,Corporate,Andrew Smith,Central,Ohio,New Albert,Office Supplies,Pen,2612.83,2,0.0,489.64
ORD-1413,2025-06-02,Standard Class,Home Office,Julie Warren,South,Texas,East Stephen,Office Supplies,Pen,2301.06,7,0.4,-163.02
ORD-1414,2025-08-11,First Class,Home Office,Nancy Hebert,West,Oregon,Port Julie,Furniture,Table,4737.73,9,0.2,622.78
ORD-1415,2024-01-29,Same Day,Consumer,Tina Adams,Central,Ohio,Ericbury,Office Supplies,Stapler,3861.34,6,0.3,-3.77
ORD-1416,2025-07-02,Standard Class,Home Office,Adam Harrell,South,Texas,Lake Melissaton,Furniture,Desk,3400.72,4,0.2,240.55
ORD-1417,2024-11-17,First Class,Consumer,Laura Wise,South,Texas,Port Nicholas,Furniture,Chair,2024.71,6,0.0,381.94
ORD-1418,2024-07-30,Second Class,Consumer,Wayne Smith,South,Texas,Port Katherinebury,Office Supplies,Pen,2520.05,4,0.1,406.97
ORD-1419,2025-09-20,Standard Class,Home Office,Nancy Hill,East,Pennsylvania,North Sydneyshire,Furniture,Desk,3905.75,2,0.0,855.18
ORD-1420,2025-06-07,First Class,Corporate,John Smith,West,Washington,Matthewsbury,Furniture,Bookshelf,1611.31,10,0.2,23.48
ORD-1421,2024-12-21,Same Day,Home Office,Wendy Coffey,East,Pennsylvania,Leviport,Technology,Laptop,2652.39,7,0.3,581.01
ORD-1422,2024-04-13,First Class,Corporate,Scott Hunter,East,Massachusetts,Port Erin,Technology,Tablet,2327.35,1,0.0,508.59
ORD-1423,2025-03-10,Second Class,Corporate,Jose Byrd,South,Texas,Maybury,Office Supplies,Printer Ink,1223.84,8,0.4,14.24
ORD-1424,2024-04-12,First Class,Consumer,Michelle Martinez DDS,South,Florida,West Joe,Furniture,Table,2281.11,10,0.1,533.0
ORD-1425,2025-05-26,Second Class,Home Office,Amanda Williams,Central,Ohio,South Jeffrey,Technology,Phone,4010.19,3,0.3,640.14
ORD-1426,2024-03-02,Second Class,Corporate,Donald Dean,South,Florida,Paulhaven,Furniture,Table,2832.59,10,0.0,423.76
ORD-1427,2024-09-20,First Class,Consumer,Robert Armstrong,Central,Michigan,New Karibury,Technology,Keyboard,3735.74,5,0.2,123.94
ORD-1428,2024-10-18,First Class,Corporate,Justin Campbell,Central,Illinois,North Rogermouth,Furniture,Bookshelf,1034.84,10,0.5,62.01
ORD-1429,2024-06-20,First Class,Corporate,Alan Fowler,Central,Michigan,Andrewchester,Furniture,Chair,1936.3,5,0.3,235.95
ORD-1430,2025-09-11,Same Day,Corporate,Kimberly Flores,Central,Illinois,Cervantesbury,Technology,Phone,1750.95,6,0.2,154.09
ORD-1431,2024-05-08,Second Class,Home Office,Brenda Guerrero,Central,Ohio,South Sean,Office Supplies,Notebook,2628.63,8,0.3,-320.51
ORD-1432,2025-04-29,Standard Class,Consumer,Jeffrey Lopez,South,Georgia,Carterchester,Office Supplies,Paper,1092.33,7,0.0,80.71
ORD-1433,2024-11-12,Second Class,Consumer,Kari Jimenez,Central,Michigan,Katherineville,Technology,Laptop,1349.14,3,0.0,288.32
ORD-1434,2024-11-29,Same Day,Corporate,Christopher Harmon,South,Florida,Sarahton,Office Supplies,Pen,699.82,3,0.0,41.14
ORD-1435,2025-10-13,Same Day,Home Office,Audrey Barton,South,Georgia,Sydneyton,Furniture,Desk,4849.23,9,0.1,728.91
ORD-1436,2024-06-08,First Class,Consumer,Cheryl Brewer,South,Florida,East Taylor,Furniture,Bookshelf,1174.29,2,0.3,-8.49
ORD-1437,2025-05-03,First Class,Consumer,Leah Myers,West,Oregon,Alexanderstad,Technology,Monitor,1469.47,9,0.0,326.14
ORD-1438,2025-03-23,Same Day,Consumer,Vincent Walker,Central,Ohio,Glennchester,Office Supplies,Pen,3994.0,9,0.2,-194.57
ORD-1439,2025-06-13,First Class,Corporate,Jonathan Gardner,East,Pennsylvania,East Brianville,Office Supplies,Stapler,4150.71,4,0.2,-187.76
ORD-1440,2024-10-05,Same Day,Consumer,Nicholas Peterson,South,Florida,North Diane,Technology,Laptop,952.92,5,0.0,199.37
ORD-1441,2024-05-08,Same Day,Home Office,Victor Bauer,South,Texas,Smithshire,Technology,Laptop,4850.1,1,0.1,1242.38
ORD-1442,2025-05-25,First Class,Corporate,Cody Williams,West,California,Lake Michael,Technology,Phone,122.89,4,0.2,2.55
ORD-1443,2024-09-13,Same Day,Consumer,Maria Chaney,West,Washington,South Andre,Technology,Phone,327.39,7,0.0,60.83
ORD-1444,2025-04-16,Standard Class,Home Office,Tracy Cohen,West,Oregon,Smithton,Technology,Keyboard,3867.57,8,0.1,821.45
ORD-1445,2025-07-16,Standard Class,Corporate,Alisha Thomas,East,Massachusetts,Robertsonshire,Furniture,Table,4684.27,3,0.5,-427.95
ORD-1446,2025-10-10,Same Day,Corporate,Jordan Allen,Central,Michigan,Estesbury,Furniture,Desk,1834.11,1,0.5,-53.98
ORD-1447,2025-12-08,Same Day,Home Office,Heather Burton,West,California,Scottside,Furniture,Bookshelf,642.27,4,0.0,187.68
ORD-1448,2025-10-02,Standard Class,Consumer,Catherine Patel,East,Massachusetts,New Michele,Technology,Phone,830.61,2,0.5,-145.02
ORD-1449,2025-10-22,First Class,Corporate,Adam Mitchell,South,Georgia,New Patrick,Technology,Tablet,3967.76,3,0.3,-509.99
ORD-1450,2025-03-24,First Class,Home Office,Maria Townsend,East,New York,New Sean,Office Supplies,Stapler,1822.93,3,0.2,321.62
ORD-1451,2025-09-05,Second Class,Consumer,Linda Garcia,Central,Illinois,Cortezport,Office Supplies,Pen,2740.92,6,0.5,-529.55
ORD-1452,2024-07-08,Standard Class,Home Office,Eric Ortiz,East,Massachusetts,Thompsonbury,Furniture,Table,2730.95,8,0.0,666.3
ORD-1453,2025-07-18,Second Class,Home Office,Brittney Paul,South,Georgia,Lake Yvonneberg,Technology,Monitor,3618.97,9,0.3,-309.47
ORD-1454,2024-05-12,Second Class,Consumer,Spencer Jones,South,Florida,Emilytown,Furniture,Table,596.8,9,0.5,-169.42
ORD-1455,2025-06-22,First Class,Consumer,Jesse Mitchell,East,New York,Timothyview,Furniture,Desk,538.83,10,0.5,-20.64
ORD-1456,2024-03-22,Same Day,Home Office,Peter Charles,South,Texas,Port Mark,Office Supplies,Paper,114.78,4,0.5,-22.28
ORD-1457,2024-03-13,First Class,Consumer,Mrs. Emily Taylor,West,Washington,West Lisafurt,Office Supplies,Stapler,4119.03,1,0.4,109.97
ORD-1458,2024-09-11,Second Class,Home Office,Douglas Hernandez,East,Pennsylvania,Port Wyatt,Technology,Laptop,3639.6,9,0.3,-208.73
ORD-1459,2024-06-19,Second Class,Home Office,James Griffith,Central,Michigan,West Randy,Technology,Tablet,1821.92,8,0.5,-270.62
ORD-1460,2025-07-17,First Class,Corporate,Tara Walker,Central,Michigan,West Robinport,Furniture,Desk,2692.81,10,0.3,164.08
ORD-1461,2024-09-17,First Class,Corporate,Tim Dodson,Central,Michigan,Walshside,Furniture,Table,3061.65,10,0.4,-490.75
ORD-1462,2024-11-05,Standard Class,Corporate,Robert Zimmerman,Central,Ohio,Boyerstad,Technology,Laptop,4915.63,10,0.0,881.88
ORD-1463,2025-08-08,Second Class,Consumer,Ryan Stout,East,New York,Territown,Furniture,Chair,3869.04,5,0.4,-151.44
ORD-1464,2024-11-03,Standard Class,Home Office,Kendra Hicks,West,Washington,South Glennfurt,Furniture,Desk,735.12,6,0.4,-21.34
ORD-1465,2025-12-20,Standard Class,Home Office,Maria Walker,Central,Michigan,South Christinaberg,Technology,Laptop,3631.72,8,0.1,356.37
ORD-1466,2025-03-02,Standard Class,Consumer,Michaela Martinez,South,Texas,Marcburgh,Office Supplies,Notebook,1938.65,1,0.2,-2.08
ORD-1467,2024-11-30,Second Class,Consumer,Miss Leslie Smith,West,Oregon,West Robertville,Office Supplies,Stapler,317.93,9,0.0,41.28
ORD-1468,2024-10-23,Same Day,Consumer,Reginald Hayden,West,Oregon,Gonzalezbury,Office Supplies,Stapler,4856.65,10,0.4,208.26
ORD-1469,2025-05-28,Same Day,Home Office,John Smith,East,Massachusetts,Alexandermouth,Technology,Keyboard,2878.63,1,0.4,142.14
ORD-1470,2025-06-20,Second Class,Consumer,Gina Christensen,East,New York,Lake Marcusberg,Furniture,Bookshelf,1030.64,7,0.5,-77.83
ORD-1471,2025-01-09,First Class,Consumer,Kenneth Ramirez,West,Washington,Lake Tammymouth,Furniture,Table,3439.45,10,0.0,268.73
ORD-1472,2025-03-28,Second Class,Corporate,Kevin Rangel,South,Florida,Robertview,Office Supplies,Paper,3859.92,3,0.2,174.61
ORD-1473,2025-09-27,Second Class,Corporate,Michael Ross,West,California,Gwendolynland,Technology,Monitor,822.16,2,0.0,193.12
ORD-1474,2024-08-04,Second Class,Home Office,Dawn Walters,West,Washington,Port Jermaine,Office Supplies,Paper,1560.33,8,0.0,207.48
ORD-1475,2025-08-19,Standard Class,Corporate,Jennifer Stevens,South,Georgia,Melissaborough,Furniture,Bookshelf,3663.12,3,0.5,436.54
ORD-1476,2024-01-09,Standard Class,Corporate,Andrea Meadows,East,New York,West Barbara,Furniture,Desk,3956.48,10,0.2,-218.79
ORD-1477,2024-08-24,Same Day,Home Office,Erika Orr,South,Georgia,West Elizabethborough,Office Supplies,Printer Ink,4328.2,1,0.2,644.57
ORD-1478,2025-12-30,Standard Class,Consumer,Morgan Randall,West,Washington,Millerville,Furniture,Bookshelf,2681.23,3,0.1,342.35
ORD-1479,2025-10-02,First Class,Consumer,Alex Roberts,East,Pennsylvania,North Samuelshire,Furniture,Table,2475.17,3,0.0,338.34
ORD-1480,2024-12-15,Same Day,Home Office,Allison Avery,South,Texas,Millermouth,Office Supplies,Printer Ink,4399.45,1,0.4,673.73
ORD-1481,2025-08-09,Second Class,Corporate,Christopher Garcia,East,New York,Oconnellburgh,Office Supplies,Stapler,2627.55,10,0.5,-9.38
ORD-1482,2024-07-26,Second Class,Corporate,Kevin Johnson,South,Georgia,Port Rachelport,Furniture,Cabinet,2734.06,4,0.5,-486.01
ORD-1483,2024-05-01,Second Class,Corporate,Molly Anderson,East,Massachusetts,Hansenberg,Technology,Tablet,4589.7,6,0.0,868.99
ORD-1484,2025-10-14,First Class,Consumer,Erin Hernandez,East,Pennsylvania,Roychester,Technology,Monitor,4406.65,7,0.3,-301.29
ORD-1485,2024-08-24,Second Class,Consumer,Rachel Avila,East,New York,Dunnton,Technology,Phone,179.68,10,0.4,-17.86
ORD-1486,2025-01-31,Same Day,Corporate,Julie Salazar,West,Washington,West Amy,Technology,Keyboard,713.73,10,0.3,71.87
ORD-1487,2025-11-18,Second Class,Consumer,Steve Perry,East,New York,Christinechester,Technology,Phone,209.54,1,0.2,46.28
ORD-1488,2024-02-12,Same Day,Home Office,Matthew Ramirez,West,California,East Haileyfurt,Furniture,Bookshelf,2475.22,6,0.3,334.0
ORD-1489,2025-06-17,Standard Class,Corporate,Kyle Houston,South,Florida,Christinefurt,Office Supplies,Notebook,2989.34,9,0.5,-200.68
ORD-1490,2024-02-20,Second Class,Corporate,Vanessa Elliott,Central,Illinois,Garciamouth,Technology,Tablet,2712.45,1,0.4,-316.78
ORD-1491,2025-06-13,Second Class,Corporate,Shane Owens,Central,Ohio,West Jocelyn,Furniture,Table,2333.67,7,0.2,365.77
ORD-1492,2024-11-27,Same Day,Consumer,Troy Jacobs,Central,Illinois,Blanchardbury,Office Supplies,Notebook,610.2,10,0.5,-19.11
ORD-1493,2025-12-29,Second Class,Home Office,Lisa Carey,East,Massachusetts,South Lisafort,Office Supplies,Pen,4418.61,2,0.2,58.28
ORD-1494,2025-06-07,Second Class,Corporate,Faith Williams,West,California,East Hollyborough,Technology,Keyboard,3188.66,2,0.4,-88.1
ORD-1495,2025-12-30,Standard Class,Corporate,Kelly Cox,Central,Illinois,South Mariaberg,Technology,Monitor,2849.18,3,0.1,673.75
ORD-1496,2024-01-04,First Class,Consumer,William Lester,South,Florida,Lisatown,Office Supplies,Stapler,1479.46,3,0.0,406.31
ORD-1497,2025-05-02,Same Day,Corporate,Wanda Martin,Central,Ohio,Port Michelle,Furniture,Bookshelf,4046.9,10,0.3,-228.75
ORD-1498,2024-07-31,Standard Class,Consumer,Judy Ruiz,Central,Illinois,Mayobury,Office Supplies,Notebook,82.54,9,0.2,8.09
ORD-1499,2024-12-05,Standard Class,Consumer,Sarah Thompson,East,New York,Port Kelly,Office Supplies,Printer Ink,231.77,1,0.5,-20.04
ORD-1500,2025-07-29,Second Class,Corporate,Mike Lee Jr.,West,Washington,Port Glennland,Technology,Phone,3376.85,10,0.5,-187.79
ORD-1501,2024-03-07,First Class,Corporate,Jeremiah Jones,South,Texas,East Williamside,Technology,Monitor,1647.97,7,0.0,394.87
ORD-1502,2024-02-29,Standard Class,Home Office,William Ferguson,East,New York,Jeffreyburgh,Office Supplies,Printer Ink,1679.58,7,0.4,-46.54
ORD-1503,2025-06-22,First Class,Consumer,Jesse Kennedy,West,Washington,Rhodeshaven,Office Supplies,Notebook,4672.76,5,0.3,398.32
ORD-1504,2024-07-17,Standard Class,Consumer,Mckenzie Smith,Central,Michigan,Washingtonmouth,Office Supplies,Stapler,2487.9,3,0.4,-103.34
ORD-1505,2024-12-07,First Class,Home Office,Mr. Jason Anderson DDS,West,Washington,Stephentown,Office Supplies,Paper,3700.47,4,0.4,445.45
ORD-1506,2024-11-27,Standard Class,Consumer,Robert Cooper,East,New York,New Gabriella,Office Supplies,Pen,3465.58,5,0.0,439.93
ORD-1507,2025-11-19,Same Day,Corporate,Barbara Zimmerman,South,Florida,Markburgh,Furniture,Bookshelf,3099.17,1,0.1,88.25
ORD-1508,2025-02-27,Standard Class,Home Office,Ashley Chang,West,Oregon,Burnsborough,Technology,Keyboard,819.16,8,0.4,67.98
ORD-1509,2024-12-28,Standard Class,Consumer,Donald Williams,South,Georgia,Christopherbury,Office Supplies,Printer Ink,2798.13,1,0.1,432.16
ORD-1510,2024-04-29,First Class,Home Office,Derek Howard,South,Texas,Rogersfurt,Furniture,Cabinet,3151.23,3,0.4,240.92
ORD-1511,2024-11-05,Second Class,Home Office,Miranda Bradshaw,South,Georgia,West Tony,Technology,Monitor,2098.65,8,0.1,153.47
ORD-1512,2025-05-09,Second Class,Consumer,Mr. David Johnson,South,Texas,Lake Juan,Technology,Monitor,3935.47,4,0.0,633.39
ORD-1513,2025-06-12,Second Class,Consumer,Joel Jacobs,South,Florida,East Christine,Office Supplies,Notebook,1586.28,6,0.1,343.39
ORD-1514,2024-03-30,First Class,Corporate,Nicholas Barnett,West,Washington,Lisachester,Furniture,Bookshelf,623.39,5,0.0,138.24
ORD-1515,2024-07-16,First Class,Corporate,Brenda Johnson,West,California,East Kaylatown,Office Supplies,Printer Ink,161.28,5,0.5,12.38
ORD-1516,2025-07-27,Standard Class,Consumer,Robert Cooper,South,Florida,Walkerborough,Office Supplies,Paper,1399.64,3,0.2,-106.91
ORD-1517,2025-09-19,First Class,Home Office,Raymond Johns,South,Georgia,North Sarahside,Furniture,Table,750.71,5,0.4,10.59
ORD-1518,2025-02-05,Second Class,Home Office,Dr. Tony Kennedy,Central,Illinois,Lake Robert,Technology,Laptop,2380.14,1,0.0,347.26
ORD-1519,2024-03-21,Same Day,Home Office,Richard Lane,Central,Michigan,Tristantown,Furniture,Table,1695.04,4,0.5,-174.91
ORD-1520,2025-04-26,Second Class,Consumer,Donald Morales,East,New York,Martinezborough,Office Supplies,Stapler,531.45,5,0.5,-63.16
ORD-1521,2025-05-01,Standard Class,Corporate,Lisa Peck,East,Pennsylvania,Kennedychester,Furniture,Table,1990.78,6,0.2,238.27
ORD-1522,2024-04-19,First Class,Home Office,Kristina Moore,Central,Ohio,New Manuel,Technology,Monitor,3851.31,10,0.4,-88.02
ORD-1523,2025-05-08,Same Day,Consumer,Anthony Stevens,West,Washington,Rickytown,Office Supplies,Stapler,2034.04,7,0.1,309.87
ORD-1524,2024-08-29,Second Class,Home Office,Paul Johnson,South,Texas,New Russellside,Office Supplies,Notebook,2184.19,7,0.4,78.95
ORD-1525,2024-04-09,Same Day,Consumer,Lisa Price,West,Oregon,Kingfurt,Office Supplies,Notebook,4191.9,2,0.4,171.57
ORD-1526,2024-03-03,Standard Class,Consumer,Lisa Paul,South,Florida,Cohenmouth,Technology,Tablet,588.29,10,0.3,-26.03
ORD-1527,2025-08-14,Same Day,Consumer,Anthony Pham,East,Pennsylvania,Medinaberg,Office Supplies,Paper,3797.53,3,0.3,199.81
ORD-1528,2024-04-01,Standard Class,Home Office,Jennifer Cole,East,Pennsylvania,North Susanside,Furniture,Table,2872.87,5,0.3,13.58
ORD-1529,2025-01-02,Standard Class,Corporate,Sandra Smith,Central,Illinois,New Melissa,Furniture,Chair,1877.65,9,0.0,94.28
ORD-1530,2025-07-12,Second Class,Home Office,Susan Willis,West,California,Espinozaburgh,Furniture,Bookshelf,2001.63,6,0.5,-137.66
ORD-1531,2025-11-17,Second Class,Consumer,Sherri Reid,East,Massachusetts,South Justinville,Technology,Phone,2799.34,6,0.3,-422.63
ORD-1532,2024-03-27,Second Class,Home Office,Alexis Wilkerson,West,California,South Wendyland,Office Supplies,Paper,762.78,8,0.5,-181.45
ORD-1533,2025-04-05,Same Day,Corporate,Joseph Fletcher,Central,Ohio,Jameston,Office Supplies,Notebook,4655.04,10,0.1,550.0
ORD-1534,2025-02-24,First Class,Consumer,Jesse Carroll,East,New York,New Brendabury,Furniture,Bookshelf,86.78,8,0.5,-12.26
ORD-1535,2025-06-23,First Class,Corporate,Manuel Garcia,West,Oregon,Theodoremouth,Furniture,Table,610.16,8,0.5,-151.95
ORD-1536,2024-11-15,Standard Class,Corporate,Cindy Martin,West,Oregon,Matthewfurt,Office Supplies,Paper,1263.89,2,0.5,-165.58
ORD-1537,2024-10-28,First Class,Consumer,Timothy Garcia,West,Washington,North Robin,Furniture,Bookshelf,4534.97,10,0.5,-331.03
ORD-1538,2024-06-22,Standard Class,Home Office,Kent Carr,West,Oregon,Lake Erica,Office Supplies,Printer Ink,3648.51,10,0.2,-114.65
ORD-1539,2024-10-11,First Class,Consumer,Lorraine Scott,South,Georgia,Blevinsstad,Office Supplies,Paper,1469.74,2,0.1,154.78
ORD-1540,2025-11-05,Same Day,Corporate,Jennifer Diaz,South,Florida,Christinaland,Furniture,Chair,3720.07,10,0.1,793.1
ORD-1541,2024-05-28,Second Class,Corporate,Christopher Harrington,East,Massachusetts,Laurenton,Office Supplies,Pen,2450.35,9,0.0,332.54
ORD-1542,2024-02-25,First Class,Consumer,Deborah Yang,Central,Ohio,Jeffreyside,Technology,Keyboard,3643.7,3,0.1,451.56
ORD-1543,2024-08-27,Same Day,Home Office,Thomas Miller,West,California,Traviston,Furniture,Cabinet,2407.35,8,0.5,-215.88
ORD-1544,2025-01-26,First Class,Home Office,Katherine Smith DDS,Central,Ohio,South Carltown,Furniture,Desk,2675.69,7,0.0,326.96
ORD-1545,2024-12-09,First Class,Corporate,Scott Wu,West,California,Shellymouth,Office Supplies,Printer Ink,4783.11,7,0.4,-31.07
ORD-1546,2025-06-16,First Class,Home Office,Lorraine Hill,West,Washington,West Michaelborough,Office Supplies,Notebook,1986.21,4,0.5,-224.79
ORD-1547,2025-12-02,Same Day,Corporate,Jessica Weaver,East,Massachusetts,Port Juan,Office Supplies,Paper,3380.37,2,0.0,516.56
ORD-1548,2025-11-03,Second Class,Home Office,Eric Conrad,East,Pennsylvania,South Daisy,Furniture,Table,1005.74,1,0.4,-233.59
ORD-1549,2025-08-02,Second Class,Consumer,Susan Carter,West,Oregon,Daniellestad,Technology,Laptop,4289.38,3,0.3,-33.81
ORD-1550,2025-03-13,First Class,Corporate,Rhonda Hill,East,Massachusetts,Lake Mary,Furniture,Cabinet,3319.37,2,0.5,-780.76
ORD-1551,2024-07-01,Same Day,Consumer,Shane Gordon,East,New York,Travischester,Furniture,Chair,1944.86,6,0.0,222.8
ORD-1552,2024-08-11,Standard Class,Corporate,Kevin Hoffman,Central,Illinois,North Heather,Office Supplies,Stapler,933.29,8,0.0,80.23
ORD-1553,2025-10-30,Standard Class,Consumer,Lindsay Cummings,South,Texas,Lake Amanda,Technology,Laptop,398.54,5,0.3,-37.82
ORD-1554,2025-05-17,Same Day,Corporate,Matthew Nichols,Central,Ohio,Toddland,Technology,Monitor,4527.86,10,0.0,809.79
ORD-1555,2025-08-03,First Class,Corporate,Brandi Holmes,Central,Michigan,Rosshaven,Technology,Tablet,1167.94,7,0.5,11.53
ORD-1556,2024-10-23,Second Class,Consumer,Martin Lopez,South,Florida,Stewartton,Technology,Laptop,1858.51,6,0.0,483.76
ORD-1557,2024-03-27,Same Day,Home Office,Isaac Barrett,West,Washington,East Nicholas,Office Supplies,Pen,1529.41,7,0.0,317.59
ORD-1558,2025-07-07,First Class,Corporate,Peter Kelly,East,New York,Grayville,Technology,Phone,175.55,10,0.1,26.07
ORD-1559,2025-11-14,Same Day,Home Office,Lucas Campbell,Central,Illinois,East Kurtton,Technology,Monitor,327.47,1,0.3,-41.17
ORD-1560,2025-04-27,Standard Class,Consumer,Aaron Shepherd,East,Pennsylvania,Nelsonville,Office Supplies,Pen,4627.84,1,0.5,-975.33
ORD-1561,2024-03-06,Standard Class,Consumer,Kevin Bryant,East,New York,East Tiffany,Technology,Laptop,4528.08,2,0.3,-34.22
ORD-1562,2025-11-25,Same Day,Corporate,Caleb Thompson,Central,Michigan,Lake Rebeccaland,Office Supplies,Pen,362.4,4,0.3,-27.59
ORD-1563,2024-05-03,First Class,Consumer,Anthony Reese,West,Oregon,Marystad,Office Supplies,Notebook,729.78,4,0.0,144.69
ORD-1564,2024-04-12,Same Day,Consumer,Megan Smith,Central,Illinois,Lake Amyfort,Office Supplies,Printer Ink,2789.37,8,0.1,722.38
ORD-1565,2025-03-02,Same Day,Home Office,Darren Salas,West,Washington,Janethaven,Technology,Laptop,85.76,2,0.5,-13.13
ORD-1566,2024-02-08,Second Class,Home Office,Thomas Osborne,East,New York,Brittanyview,Technology,Monitor,2639.28,7,0.1,601.47
ORD-1567,2025-06-26,Standard Class,Home Office,Frederick Taylor,Central,Michigan,Edwardview,Technology,Monitor,1771.88,1,0.4,1.25
ORD-1568,2024-06-01,Same Day,Corporate,Amy Ray,South,Georgia,Lake Daniel,Office Supplies,Pen,2347.87,4,0.2,22.88
ORD-1569,2025-09-23,Same Day,Consumer,Courtney Medina,East,New York,Jenniferview,Office Supplies,Paper,317.44,6,0.2,10.23
ORD-1570,2024-08-28,Same Day,Home Office,Christopher Kennedy,West,Oregon,New Lisaburgh,Technology,Tablet,920.64,1,0.3,97.56
ORD-1571,2025-02-26,Second Class,Corporate,Jose Spence,South,Florida,Staffordton,Technology,Monitor,1188.81,2,0.2,45.76
ORD-1572,2024-07-01,Same Day,Corporate,Vanessa Moore,East,New York,Timothyland,Furniture,Bookshelf,2447.82,7,0.1,116.21
ORD-1573,2025-08-05,Standard Class,Corporate,Amanda Wheeler,East,Massachusetts,Port Valerie,Office Supplies,Pen,3178.5,5,0.1,356.14
ORD-1574,2025-10-15,Second Class,Home Office,Rachel Figueroa,East,New York,Desireefort,Furniture,Cabinet,2120.21,6,0.1,456.66
ORD-1575,2024-01-15,Same Day,Home Office,Jessica Berger,East,New York,Lake Cynthiaside,Furniture,Bookshelf,2471.61,4,0.4,-56.08
ORD-1576,2025-03-03,Standard Class,Consumer,Daniel Griffin,East,New York,Port Kelsey,Furniture,Cabinet,2918.36,10,0.1,596.93
ORD-1577,2024-04-10,Same Day,Corporate,Patrick King,Central,Michigan,New Roberta,Office Supplies,Paper,2157.2,7,0.3,144.6
ORD-1578,2025-10-25,Standard Class,Consumer,Stephanie Wiley MD,East,New York,Dayborough,Office Supplies,Paper,3481.14,7,0.1,158.15
ORD-1579,2025-04-19,Second Class,Home Office,Andrew Humphrey,Central,Michigan,Wangchester,Furniture,Desk,3531.36,10,0.5,-695.72
ORD-1580,2024-12-06,Standard Class,Corporate,Yvette Coleman,Central,Illinois,North Sharon,Furniture,Cabinet,3534.32,1,0.5,-1061.55
ORD-1581,2024-02-26,First Class,Consumer,Jo Hall,Central,Ohio,East Richardtown,Office Supplies,Notebook,2735.05,4,0.5,-804.14
ORD-1582,2024-03-09,Second Class,Consumer,Mark Hudson,West,Washington,Tiffanyfort,Furniture,Cabinet,3114.71,6,0.2,-41.23
